Gemeenten,Jaar,totaal_co2,totaal_co2_ext_weg,co2_woningen,co2_gasgebruik,co2_elek,co2_gebouwde_omg,id,statcode,statnaam,jrstatcode,rubriek,geometry
Aa en Hunze,2018,,,51826.0,,37319.0,82624.0,cbs_gemeente_2019_gegeneraliseerd.286,GM1680,Aa en Hunze,2019GM1680,gemeente,"MULTIPOLYGON (((6.78982692705218 53.08630773902505, 6.77650945111941 53.0947606762106, 6.765285402265524 53.09149587852977, 6.763279610893281 53.09091480680651, 6.76195191200848 53.09054418394179, 6.757858917313591 53.08940271075284, 6.748114141745517 53.08691689042875, 6.745108292152038 53.08469006823231, 6.747876636530038 53.08352853229323, 6.749368231255665 53.08363560034652, 6.750200610857412 53.08178730140272, 6.748211081522292 53.08123280176213, 6.732561150953654 53.07515421777754, 6.727173738187747 53.07322118525249, 6.726138578816634 53.07366592685617, 6.715487380260686 53.06943176127939, 6.713687267156895 53.0686969303248, 6.711433049710368 53.07011303149177, 6.706299242498506 53.0680804447538, 6.705245016803779 53.06765899732009, 6.699014744909649 53.06517357796138, 6.693734735543828 53.06924010025356, 6.687493296022524 53.07222733144118, 6.678520643689178 53.0768245875916, 6.67042644521469 53.08010542090889, 6.669187575923051 53.0803451589006, 6.661836205637378 53.08198531091162, 6.65777427629452 53.08403027131548, 6.648855151337062 53.08218861206013, 6.649767766844004 53.07956782330006, 6.653988637727301 53.08009585508027, 6.654633283325633 53.07833642067604, 6.659982492540179 53.07442091793187, 6.662159794934585 53.07502978408128, 6.661239364098264 53.07309131004088, 6.664419823695525 53.06905482268164, 6.671599147063874 53.06501704967521, 6.66928577098572 53.06322007380289, 6.664526058022142 53.06158991820773, 6.664199308478749 53.05992684981711, 6.665364954944065 53.05887502431224, 6.662141869829631 53.05617834141302, 6.65378700529208 53.05553061162, 6.651160203116535 53.05271435339907, 6.647898447809715 53.0509662706315, 6.646834122191917 53.0504440267822, 6.646477439564731 53.04912394496459, 6.644667692080151 53.0484164962468, 6.64232988181513 53.04593219948498, 6.641532769181445 53.04319260591617, 6.640555668229117 53.04162859375295, 6.644771058985255 53.03915141179133, 6.648009982282659 53.02826410991675, 6.648593380806908 53.02633253887851, 6.631221504403473 53.02610525280945, 6.629763758398352 53.02371514470459, 6.632646256884124 53.02203608616131, 6.629760620674236 53.015624574229, 6.62173859946153 53.01217340470447, 6.621879887650397 53.0108551270669, 6.615084584764707 53.00646129471159, 6.611572400573462 52.99957447172597, 6.60928551775427 52.99606827069224, 6.607863046081563 52.99535277484508, 6.607944612984546 52.98944081536579, 6.607930105610337 52.98941825314731, 6.605701980190573 52.98449400761817, 6.604312832184936 52.98299825420752, 6.599383177403212 52.98151807511605, 6.596484968968643 52.97929920452703, 6.595377867418539 52.97627014587803, 6.596043554208235 52.97265800065104, 6.582845753507724 52.96800996025314, 6.581265392186572 52.9674490731016, 6.570089916100399 52.95753862619995, 6.567227069102562 52.95246366409255, 6.561504876843922 52.94665213165901, 6.565071371209839 52.94498078121665, 6.585814463522453 52.9194679887196, 6.614877628896047 52.91831142919396, 6.625570781957637 52.91280562031328, 6.641705739316491 52.91200068912511, 6.666733927389696 52.90944938407596, 6.674985825434083 52.90501721684135, 6.686498995358581 52.87529914039904, 6.714563997462296 52.86815882745466, 6.736337147968621 52.87869129956449, 6.734712970683072 52.88405641531967, 6.730337261266625 52.89922566733362, 6.727108680753514 52.91511922310552, 6.726347326764389 52.92740862644095, 6.724651009615581 52.93730516038941, 6.731422515565892 52.93755504038521, 6.731095972965204 52.93905632964084, 6.727711868078356 52.95471977369746, 6.729295701426236 52.95492806533506, 6.780059643750248 52.96163967691283, 6.788759080951519 52.96277467816774, 6.81211027841353 52.9697892633531, 6.81436878439782 52.97048783887232, 6.838959494226911 52.97805961860266, 6.83914808867544 52.97799381728462, 6.845879991431164 52.97927006746879, 6.849046718034543 52.97976294014259, 6.854309133825637 52.98059041272448, 6.857924094330931 52.98115868417034, 6.872320926279249 52.98342062701202, 6.927946304518775 52.99214162617206, 6.935684881494123 52.99335255802957, 6.934680003200994 52.99399611637099, 6.922171340342023 53.00200467755803, 6.907184532557824 53.01159425974763, 6.907130589092302 53.01162877812165, 6.904620079860079 53.01323454661312, 6.897088075825422 53.01805120560236, 6.861287523113604 53.04087403010838, 6.843273105803472 53.05234422947302, 6.837170480957438 53.05622844914307, 6.814535610103806 53.07059807085034, 6.813944822016759 53.07097159579394, 6.78982692705218 53.08630773902505)))"
Aalsmeer,2018,225500.0,225500.0,48595.0,,93254.0,,cbs_gemeente_2019_gegeneraliseerd.107,GM0358,Aalsmeer,2019GM0358,gemeente,"MULTIPOLYGON (((4.782931144797825 52.25514832545228, 4.794603238497023 52.26005503225654, 4.79469736691435 52.26068175887326, 4.795571479912961 52.26155450571058, 4.800625797148701 52.26605379645588, 4.806862142638769 52.27309556945222, 4.810220487763193 52.27680771052129, 4.814953581401471 52.28142817094302, 4.819104362096344 52.28547288444252, 4.823827053674829 52.29001535122457, 4.823842232284258 52.29053987547682, 4.822402278575178 52.29202364005447, 4.809883760434436 52.30577610082595, 4.798835822424754 52.30142111235601, 4.795663401048839 52.29932391396022, 4.794442946098861 52.29626702830305, 4.793248296209109 52.29409945043655, 4.788341464950327 52.2885309445575, 4.779910382568934 52.28313029598708, 4.77101987962283 52.27936621141424, 4.765113045653579 52.27678214942033, 4.756878518691872 52.27440113608223, 4.751322074810422 52.27368949364298, 4.74669935484383 52.27225335288043, 4.743765432903894 52.26983760807218, 4.739234986832113 52.26761352386013, 4.734567354532921 52.26654666139257, 4.729795511860531 52.26516299392497, 4.725877279871048 52.26333884947339, 4.72078572404017 52.25878149963142, 4.713220246547005 52.25540089738796, 4.705267225698161 52.24675519686607, 4.701867329777298 52.24446790889327, 4.695512817564679 52.24322276501365, 4.681248749947314 52.23914288534365, 4.677073902087469 52.23438670364102, 4.670348154545894 52.23075578553166, 4.676699090873224 52.22592552032359, 4.679975193191053 52.22676310902216, 4.683632368495545 52.22635403369556, 4.686210631378747 52.22663345983787, 4.696244173192818 52.23210927307107, 4.70024372835428 52.23307944064489, 4.704428116926891 52.23384206179713, 4.724154599076724 52.2323713337137, 4.722896666244451 52.2203639056661, 4.723649645072525 52.218234968327, 4.723302028225225 52.21635386526831, 4.723764467822281 52.21657365226483, 4.773271588476547 52.24103401914547, 4.768065318160377 52.24539430653226, 4.767888405573695 52.24697747145726, 4.768994408368497 52.24839811049383, 4.770866755634373 52.24990888819811, 4.779197254141135 52.2535357741054, 4.780888293356177 52.25351975000163, 4.782931144797825 52.25514832545228)))"
Aalten,2018,126100.0,126100.0,44728.0,46504.0,42857.0,64967.0,cbs_gemeente_2019_gegeneraliseerd.46,GM0197,Aalten,2019GM0197,gemeente,"MULTIPOLYGON (((6.559352443989598 51.974364066738, 6.554528347763489 51.97375766777454, 6.547385412914974 51.97276676851961, 6.527269497428442 51.96602355893537, 6.532829065195942 51.9623534833671, 6.519832323324722 51.95556266569039, 6.518613903260991 51.95346770170327, 6.518641844911286 51.95117126105227, 6.517186106462667 51.9480076264291, 6.504780641967228 51.9459843261894, 6.503453642475406 51.94402281291156, 6.502966107212907 51.94128458135243, 6.500979197440654 51.93950428582123, 6.503127589443801 51.93931313517353, 6.495580016019319 51.93028760112285, 6.49708949470356 51.92959958651563, 6.494519032593125 51.92712083727336, 6.492359105422892 51.92593000917464, 6.493233695798903 51.92021742495047, 6.492576652288546 51.91740971740438, 6.490659359425577 51.91717105049942, 6.491174848885246 51.91564133622535, 6.487112638780808 51.91408589782872, 6.488668702233194 51.91273171062655, 6.482710184142672 51.91025987745782, 6.472351906050576 51.90735331576313, 6.476064482649575 51.90197251069323, 6.479994087870804 51.89433633665523, 6.479170265973493 51.88924249605279, 6.480609008174929 51.88426264445355, 6.481901051771287 51.88341539414782, 6.484207568406336 51.87896844684967, 6.483499674529765 51.87741631886347, 6.480974903909025 51.87407436129821, 6.478467959924388 51.87230910807885, 6.477979163325119 51.8718519602344, 6.477872732366806 51.87175825604017, 6.475314301878312 51.87066062490892, 6.474325173666823 51.86945631677393, 6.471834882469055 51.86896255349048, 6.471285568778158 51.86452598785283, 6.468402196335413 51.86417627183351, 6.4681271515463 51.86034683549037, 6.464383808536609 51.85528729073342, 6.464735091582145 51.85516237777396, 6.47250788714662 51.85382302248755, 6.473895229612198 51.85547446826081, 6.477053647799905 51.85665960285685, 6.482409627033169 51.85688112215706, 6.483977909786613 51.85756008296215, 6.487922692321293 51.85906145171015, 6.500291066067565 51.86227239010984, 6.502207982734274 51.86470524313658, 6.501060770022232 51.86800010168692, 6.503193196338088 51.86763361079485, 6.504470733175741 51.86855559288009, 6.511547612296001 51.87085978616432, 6.514577763552596 51.87312577935297, 6.515609172033812 51.87352138573084, 6.518288687697464 51.87311715493342, 6.524572573217313 51.87369224792126, 6.5244768055909 51.87405097646925, 6.529886021153086 51.87598794691959, 6.52920556389005 51.87681596149885, 6.539898693977202 51.88091619008877, 6.544150716688415 51.88460979716192, 6.545291930436841 51.8846318799061, 6.547505327847022 51.88332063628147, 6.54925059149885 51.88314294145909, 6.549897738675502 51.88339000117713, 6.548363090363861 51.88534665839502, 6.552425626872774 51.88619142193937, 6.552717311384253 51.88405128931043, 6.555328960302577 51.88343766817092, 6.555862957191855 51.88180468946627, 6.557279751879633 51.88177776226667, 6.558812545677796 51.8825265711391, 6.560337178907464 51.88219545445803, 6.560976956402699 51.8824827533691, 6.560864851381044 51.88401564481973, 6.562778516225501 51.88441135063718, 6.563870080327655 51.8854890714268, 6.569130212247781 51.88810936926162, 6.585780027388938 51.89408197945044, 6.604321400373154 51.89725854825414, 6.61963529456815 51.90066365651619, 6.625310003041747 51.90194188002867, 6.62769553144207 51.90085752520535, 6.634173806597779 51.90100538147388, 6.637717137745231 51.904454675141, 6.654632075125149 51.90894021191981, 6.668733473314511 51.91386339366514, 6.666992802333762 51.9143058324704, 6.664285646434579 51.91648084674301, 6.6629427710951 51.91573658393936, 6.661009893191232 51.91560338194651, 6.66058776536002 51.91670619712313, 6.661613485524645 51.9169058368353, 6.660766843445031 51.91836884254724, 6.662843523036861 51.91850967518055, 6.663126655243207 51.91979368554409, 6.661721059362461 51.92035100828244, 6.662178656422814 51.92053774766094, 6.660678682947093 51.92222822741812, 6.658030679548797 51.92433179320996, 6.657985400123208 51.92602804143397, 6.659071979019821 51.92584292892595, 6.659004090967961 51.92901938564054, 6.657873718533867 51.9291059634212, 6.657601317233844 51.92844903877445, 6.65664893413186 51.93017988931582, 6.653653235254927 51.93026695594595, 6.653257972232113 51.9291116098687, 6.651292703980141 51.92854228505968, 6.649483698334177 51.92890659172754, 6.646943921343829 51.92939238355319, 6.645973872853166 51.92960561016145, 6.639180388344562 51.93246628287312, 6.634152788696997 51.93529988968987, 6.634223465538961 51.93737151653946, 6.632008005645072 51.93781689900323, 6.633706060807379 51.93971521725484, 6.634324025290335 51.94501318768638, 6.633739927680033 51.94586408745177, 6.633068459351834 51.94768515109669, 6.629071355769335 51.95009202869153, 6.639225869795212 51.95939750271735, 6.638915861652372 51.9625470162223, 6.633928479687246 51.96566957388118, 6.628720935235084 51.9672814710557, 6.604276102576725 51.97027616706837, 6.598433220495656 51.97114320613562, 6.592541231343271 51.97084142652096, 6.591743292402961 51.97212538849886, 6.589441663845951 51.97170941674965, 6.575104284253745 51.97322456621466, 6.569683704206441 51.97215795336967, 6.559352443989598 51.974364066738)))"
Achtkarspelen,2018,158800.0,158800.0,47924.0,64752.0,51192.0,67063.0,cbs_gemeente_2019_gegeneraliseerd.9,GM0059,Achtkarspelen,2019GM0059,gemeente,"MULTIPOLYGON (((6.218947402841357 53.25987260301456, 6.217094292183894 53.26526721756747, 6.198771617704947 53.26884298417562, 6.195151984848716 53.26960830622954, 6.189220007967272 53.26989024483117, 6.185599940835697 53.26781551358697, 6.185669658073261 53.26727301871524, 6.190384472066826 53.2633776766594, 6.182412246616676 53.26100046595172, 6.181090284690042 53.25979341712262, 6.177864277694733 53.26007468073233, 6.167380258436443 53.26365138956315, 6.16413413647931 53.26395572202865, 6.160523276077044 53.2619846837342, 6.158659732761246 53.26363594242685, 6.154852742896817 53.26177373671276, 6.148358843790705 53.26000076154959, 6.144978157511003 53.26016481198855, 6.141058412400133 53.26438294001171, 6.127331435643903 53.26168967844671, 6.113211684194935 53.25977946228669, 6.105962697202633 53.25760989339651, 6.096548470870946 53.25460206781069, 6.074774541927278 53.24858280350162, 6.053917178116995 53.24521620076903, 6.050105381921431 53.24445931926663, 6.043965703632026 53.24350248769925, 6.031769597660966 53.24223802393311, 6.028694402862323 53.2427202711997, 6.027705602965461 53.24139287788349, 6.023094233367237 53.2427914291644, 6.021359720790287 53.24253239999476, 6.019790749045066 53.24091400431114, 6.027395303724486 53.23016432536562, 6.044503344145073 53.22586218024447, 6.086289051688236 53.215025994976, 6.08169974292718 53.21408578016284, 6.080302581660719 53.21327588708525, 6.081774656054193 53.21143160935188, 6.079270337681979 53.21076845880565, 6.079264183488354 53.20964710449336, 6.082922877647967 53.20997805354432, 6.084015803623438 53.20851130118027, 6.079211010087294 53.20683542079493, 6.081289412147646 53.20266551689744, 6.081402531949338 53.20242437140424, 6.08225366582557 53.19842900808828, 6.085304312372907 53.19422310676823, 6.088802806707812 53.19273157276699, 6.09885237297631 53.18645535543388, 6.102320503302075 53.18222224262661, 6.108946818372547 53.17633174327555, 6.109354329895284 53.17705722579703, 6.114593490770592 53.17597765631407, 6.113417199656977 53.17295097460797, 6.105013047154523 53.15179940871437, 6.107970538178678 53.15175884386616, 6.109584796272401 53.15104026490599, 6.119338556431923 53.14941997023916, 6.119543241850753 53.14568980512787, 6.122208628836844 53.14527269382841, 6.143063466172979 53.15535203979611, 6.148118320731746 53.15782744295043, 6.148583315767172 53.15699299650974, 6.151986521728361 53.15083278768, 6.166763317538697 53.15599568751269, 6.176750429951682 53.15950452447481, 6.177337071780749 53.1669827758301, 6.181223946744906 53.17034827603268, 6.183016871329814 53.17398437240379, 6.185791167897767 53.17883237270289, 6.188034275501868 53.18248672782957, 6.193097496915096 53.18927774375993, 6.1952768667409 53.1914985133963, 6.197037217948579 53.19201588030499, 6.199830670560186 53.19532270976977, 6.199621491715078 53.19835533119378, 6.204114632652985 53.19975848638615, 6.209578244825115 53.19996098896129, 6.219242429120149 53.20612982293694, 6.224839690460779 53.2120038356377, 6.22475020713545 53.21457858500202, 6.228934171183227 53.21680548961191, 6.229988488866602 53.21781846150003, 6.230173390514749 53.22244044328175, 6.225339527537963 53.22545539328656, 6.224632166776012 53.23007380667033, 6.221680562047081 53.23166770891289, 6.214584005911973 53.23371070916198, 6.21480602106971 53.23564853985086, 6.215542592870624 53.23698516660125, 6.220239124123769 53.23734777247896, 6.224972126621903 53.23859285093246, 6.22461598912411 53.23970095305285, 6.222823513827024 53.23949768464712, 6.218449585222208 53.24169131512012, 6.217978307973347 53.24193214231989, 6.219453559965281 53.24286676236622, 6.225111599886267 53.24459043239715, 6.227743402939057 53.24523968477123, 6.229707282889531 53.24475191159197, 6.231094935600636 53.24510537425551, 6.232075325580576 53.24712467566949, 6.229601638346931 53.2489132091281, 6.230318549130542 53.2504264307158, 6.233665253406249 53.25039901026607, 6.235100749244866 53.25335485564451, 6.232625335974512 53.25456392867461, 6.23174915474817 53.25594663991327, 6.232173118714225 53.25674742435019, 6.223971381021424 53.25724013946704, 6.220271637060669 53.25945482747564, 6.218947402841357 53.25987260301456)))"
Alblasserdam,2018,145500.0,131300.0,26358.0,49725.0,56032.0,51905.0,cbs_gemeente_2019_gegeneraliseerd.146,GM0482,Alblasserdam,2019GM0482,gemeente,"MULTIPOLYGON (((4.629397000697789 51.88083691488324, 4.628774733121336 51.8812121503241, 4.628235800106755 51.88079991146483, 4.626391123509044 51.8806577606756, 4.635261028151453 51.86971115272169, 4.645684699100678 51.86424256121172, 4.647831441577726 51.86267262188591, 4.653107927441856 51.85769615633644, 4.658200295609133 51.85163035349587, 4.663367600159203 51.84753234445498, 4.670173075155775 51.84214925977948, 4.67260625791566 51.83865032614419, 4.68047476380422 51.84460769252627, 4.681911423094964 51.84844066482088, 4.681348964105566 51.8486781352257, 4.681826821088257 51.8490932612152, 4.683190740955714 51.84849145174109, 4.683109529126951 51.84892001973797, 4.681512031283488 51.85774354797951, 4.681264187835696 51.85891240676086, 4.681263210081628 51.85892143713852, 4.680708965601938 51.85963856145873, 4.682397233586115 51.86060425732443, 4.685988251075691 51.86593220534716, 4.687673791393075 51.86676123493709, 4.690439001249618 51.86684704565602, 4.690816640168154 51.86730543871805, 4.7002397738684 51.87970987824906, 4.697268073111132 51.87985728663906, 4.687834231995724 51.87871776701866, 4.677884537878074 51.87530040216926, 4.67291410436544 51.8747919366714, 4.668560480740476 51.87507257698114, 4.664438831772611 51.87494835124838, 4.64213837142256 51.88019967008086, 4.637075645073186 51.87629444763157, 4.629397000697789 51.88083691488324)))"
Albrandswaard,2018,112400.0,107300.0,36262.0,33682.0,33758.0,62509.0,cbs_gemeente_2019_gegeneraliseerd.178,GM0613,Albrandswaard,2019GM0613,gemeente,"MULTIPOLYGON (((4.405770202507521 51.87319605622304, 4.405627337057783 51.87281521724099, 4.399222936591533 51.87219947100279, 4.394846228883116 51.87233270540735, 4.390431679075512 51.87057967569005, 4.388355626319962 51.86862493829126, 4.388021702691334 51.86824700179152, 4.386368725500045 51.86638099613226, 4.384896506255812 51.86270870531949, 4.385485327046102 51.86177064010878, 4.384436688410048 51.86156161587547, 4.384347958505963 51.86123698404892, 4.384347943680381 51.86123693268551, 4.383512534540404 51.85736976165257, 4.38502862045232 51.85544776120138, 4.385067420664227 51.85343150836911, 4.383228738712687 51.85240214782211, 4.383664592814307 51.84211825186453, 4.392381895959339 51.84205096196084, 4.409744155635584 51.84321900873415, 4.414172513815583 51.84278900267684, 4.423752879925677 51.84007304871447, 4.432482404599629 51.83704614359731, 4.443892577844502 51.83343057827048, 4.450083052310772 51.83217347899716, 4.458562213471009 51.83164541013086, 4.467119506955007 51.83194383106547, 4.47896841195173 51.83421405274619, 4.48909437252651 51.83539556677076, 4.489724409727274 51.84069034181628, 4.492227183420234 51.84144421225511, 4.489603831375139 51.84406080090676, 4.489570008211908 51.84549500128219, 4.489700033585779 51.84677584291468, 4.48726819863382 51.84860800615385, 4.489665684536346 51.85082177361401, 4.489875417489013 51.85142043109339, 4.485729923593681 51.85303874848685, 4.484165494970076 51.85363419807626, 4.482990163269578 51.85409697832717, 4.480287578752115 51.85514858603663, 4.481272497355063 51.85856170680867, 4.47987176670844 51.858929150104, 4.480581076560864 51.85950925598504, 4.480548658817571 51.86101826471079, 4.480402683988528 51.86232755864346, 4.471862855307968 51.86166723493142, 4.465228627730451 51.86201848503158, 4.446475482297771 51.86605091327158, 4.442149575193192 51.86624531725536, 4.441020293237838 51.86590973975368, 4.440240868149622 51.86641826830679, 4.440240781193928 51.86641832962867, 4.436530233843298 51.86857354792916, 4.431736407836267 51.8698085542099, 4.430227701693911 51.86940924674362, 4.428368772236006 51.87037810448491, 4.417618835387513 51.87242105466355, 4.415823771584099 51.87243628098886, 4.415001405883574 51.87173626446319, 4.411501059279943 51.87163266872715, 4.409606258609762 51.87179772089817, 4.409622782441467 51.87221158918651, 4.405770202507521 51.87319605622304)))"
Alkmaar,2018,555000.0,551600.0,161950.0,,215233.0,292582.0,cbs_gemeente_2019_gegeneraliseerd.108,GM0361,Alkmaar,2019GM0361,gemeente,"MULTIPOLYGON (((4.778042106051593 52.6643177697704, 4.774487766038587 52.66532410068564, 4.775970237619571 52.6678488613928, 4.778577684890786 52.67230474790628, 4.778999983313359 52.67394086798489, 4.779025837869037 52.67648396280166, 4.771712635715798 52.6778710497413, 4.749748626361155 52.68240581669686, 4.746907881271075 52.68230214818821, 4.743576464907544 52.68130854739724, 4.74174167203141 52.68080687078038, 4.743843794527248 52.67869807000375, 4.747707341756087 52.6768503178159, 4.752411061900158 52.67144555184703, 4.749013515380236 52.66596886703564, 4.745933333914603 52.66307919554392, 4.745164024619205 52.6633640478415, 4.742605525479062 52.66118161052253, 4.739254557544664 52.66294075458605, 4.734099638577071 52.66293061813485, 4.735208368737438 52.66138731927313, 4.733701384944876 52.66180248301446, 4.731154163943598 52.6615890793079, 4.732853442192545 52.65989001917279, 4.731529248355418 52.65981156597203, 4.730643214987683 52.65875264539523, 4.727625255656272 52.65849940349007, 4.727555047677858 52.65739007736107, 4.725707226517376 52.657309417606, 4.729247114025929 52.65612135206099, 4.726823640190699 52.65548996869742, 4.725250886038059 52.65194435195819, 4.721793135451774 52.65072502175506, 4.722676534400377 52.64936490260455, 4.721936703848526 52.6491798254394, 4.720394381110563 52.65008068164679, 4.716934895718913 52.64959580086637, 4.717609180673393 52.64664976748411, 4.712814619000706 52.64621062466057, 4.714201005224625 52.64282162478137, 4.710034803241325 52.6424674551518, 4.708867536306145 52.63550892265105, 4.709816160106628 52.63250460455423, 4.708306430047551 52.63088058473161, 4.711332598610452 52.62991399375326, 4.709796447470244 52.62872383060688, 4.71528680731158 52.62581971866091, 4.714897045300846 52.62534672896966, 4.714586588018816 52.62478190113377, 4.716308089752927 52.62498510850011, 4.721529958261958 52.62250900721688, 4.73126421837094 52.61868485777259, 4.733187922365875 52.61765500440712, 4.739450769118824 52.61386830360691, 4.737879641384284 52.61216134823221, 4.733347899530307 52.60754719070454, 4.733898980033124 52.60729539303903, 4.73618668503605 52.60544460864467, 4.735410033543529 52.60382438835966, 4.737909341535483 52.5972905585401, 4.736966263803781 52.5957620413753, 4.737461974066092 52.59385829643281, 4.752138689641293 52.5918908912732, 4.752480492196293 52.59257723195348, 4.756477926002707 52.59156834213496, 4.751311887113394 52.58227699627505, 4.748901645152519 52.57398473813465, 4.747281038044704 52.57135480194429, 4.744701646060102 52.56794175158648, 4.745083827704034 52.56685153116025, 4.752541297141676 52.56278144935671, 4.756858713507535 52.56207143520227, 4.771967171966275 52.55989836786769, 4.781622911071806 52.55710224035921, 4.778063532784897 52.54417780198314, 4.777733498642677 52.53374487990204, 4.777845691565794 52.53177034105409, 4.782476523739211 52.51958096248122, 4.78417382140449 52.51947122557524, 4.784971617321265 52.51941963420266, 4.789860985801352 52.5192358887976, 4.792439716644683 52.51972520450519, 4.798284341817575 52.52436048157928, 4.804706006581468 52.5253601809838, 4.811626638471409 52.53019050315489, 4.820186986704182 52.53123180029696, 4.824407252428817 52.53380446171843, 4.816993060722032 52.53564821091216, 4.819027535458838 52.53872597174317, 4.820986571915736 52.53824636116033, 4.824385307400417 52.54259994557387, 4.828031805019744 52.54166856255435, 4.833910451402412 52.53896035152914, 4.835495677365372 52.54066597878331, 4.84227809031447 52.54349348980516, 4.844173094844133 52.54695498052569, 4.848371815844219 52.55013681860423, 4.851828349480902 52.55483163696835, 4.854128480861228 52.55699152254213, 4.859195584959049 52.559961720334, 4.862939728016116 52.56504714144367, 4.862990026501981 52.56828045703272, 4.864237895465167 52.57162131027955, 4.865672017343773 52.57375018139926, 4.868631058668345 52.57594531334043, 4.876379600040381 52.57783000416195, 4.884879573599989 52.58434318509224, 4.889773526890051 52.59388947138193, 4.893495023019204 52.59783710162232, 4.901168672850858 52.60292497275395, 4.91537589663672 52.60864210724086, 4.921439972747383 52.60831322230282, 4.926925536600978 52.60669700248165, 4.925790756553003 52.60947582900657, 4.922044848354475 52.61148441374361, 4.896931051516701 52.61335211548602, 4.883992686567667 52.61313855354376, 4.887251301049396 52.62259434165286, 4.889401369606474 52.62392096141621, 4.888050190858144 52.62737893010728, 4.885350784143624 52.63013684713179, 4.881376644503082 52.63343661696491, 4.873514962382229 52.63416672196574, 4.873401893683614 52.63444059821914, 4.863882056787596 52.6353595050988, 4.862972515496064 52.63744513500215, 4.860554856864486 52.63912954511432, 4.851606614259516 52.64055852644602, 4.847421642861925 52.64205363201634, 4.842729497602919 52.64593135438579, 4.838549436997422 52.64613188009362, 4.835531203510561 52.64243285024799, 4.834411743717804 52.63742274559193, 4.830224753212225 52.63267191827666, 4.824210488981941 52.63381696521227, 4.816063861922279 52.63386183380001, 4.807816357543906 52.63398373912157, 4.794705581186432 52.63788284088112, 4.791643222042702 52.63823358335474, 4.788403284730587 52.63888952144647, 4.785279041306521 52.63811468403555, 4.786363613820944 52.6401597468296, 4.786698515948755 52.64060283088406, 4.791773347583153 52.64732679999026, 4.798644189886263 52.65355691306756, 4.800416182188671 52.65724418923769, 4.800566075350383 52.65787291971634, 4.800509532234685 52.66024092066432, 4.773669448775307 52.64835448252802, 4.775607869734947 52.65264596256158, 4.773005393286023 52.653408130763, 4.774033264833071 52.65522154224848, 4.778042106051593 52.6643177697704)))"
